id,trip_duration
id0375333,295.42252
id3498037,576.44543
id3929960,723.1183
id2024936,1522.2433
id3800546,579.0055
id1556281,653.6532
id3052441,1324.3909
id0663632,751.62787
id0969004,2261.6206
id2436002,1198.7723
id3869820,1085.4805
id3351714,427.1508
id1776577,714.4401
id1274712,508.13162
id0636963,1224.3052
id3803060,538.68524
id3842893,1524.2645
id3422137,862.1522
id2927573,404.1084
id3061027,426.2298
id1490536,806.4807
id3675157,226.52116
id1202336,778.5298
id0205228,606.1604
id2142756,4085.0942
id2646265,174.96469
id0659933,1669.6261
id0101327,905.8967
id2401623,2093.7053
id3539638,381.1378
id1742952,1144.5084
id2006899,604.5213
id0392998,388.01068
id3087141,438.1876
id3286244,1105.4982
id0487388,2537.355
id3631949,235.13837
id3169521,4019.1948
id0983484,486.77496
id3260740,305.39014
id3962852,631.79236
id3712992,2458.9614
id2878388,1016.6361
id3657304,466.01877
id0109321,500.00024
id3274373,147.22899
id1964685,517.1079
id1062375,238.03322
id2691163,641.3542
id0473194,966.44684
id0214916,157.33975
id2048997,411.16327
id2048997,411.16327
id1240006,300.00836
id1987634,1297.6912
id2141163,1019.983
id0423746,400.31598
id1703384,875.9573
id0668020,1501.8955
id0198544,712.46655
id2826904,476.9174
id2826904,498.2372
id2480865,484.1903
id1765403,296.77118
id1448807,977.1901
id2343639,762.4018
id0667308,253.39713
id1697500,551.6948
id2565230,723.6229
id0628381,1192.8293
id1365187,799.96344
id0934687,622.1096
id3573930,1168.5485
id0934818,310.02905
id3061899,514.83856
id3061899,514.83856
id2660523,307.90747
id2560046,1325.0267
id2574442,236.2149
id2706988,401.26144
id0275338,662.43207
id1224116,1057.6323
id0861195,270.1324
id3626050,996.4485
id0714388,1496.3646
id0714388,1496.3646
id2327308,198.18257
id1466695,223.70186
id3928831,312.16415
id2666750,1208.6973
id3997681,545.45087
id3488391,1545.9498
id3152305,765.71716
id2133138,695.0421
id2824371,659.3671
id0735546,220.31651
id0098109,491.3417
id1592680,761.192
id1088480,855.9204
id1732635,1061.7812
id1606051,937.58887
id3678950,1970.6556
id0205988,552.49817
id2932560,558.48425
id1235950,428.69843
id1235950,431.38623
id1766814,1152.751
id0582258,535.9689
id0464062,231.50964
id0169461,760.252
id0460116,832.8669
id2723430,379.37943
id1818187,1352.4137
id0963200,2103.1987
id3895203,1569.1348
id0852835,820.97656
id0805638,1033.333
id3865737,472.08295
id1714457,709.6705
id3822890,399.11752
id0203283,491.89722
id3443062,1037.7686
id2149638,1445.3726
id2149638,1445.3726
id1183683,1435.1731
id3846603,47.40851
id0570223,751.47644
id2764398,750.4821
id0248030,543.738
id1350106,672.20264
id1899921,348.2649
id0548860,318.266
id2297106,961.8484
id2989218,503.31268
id1773077,194.4752
id0216762,859.0618
id0420785,685.16156
id2526150,300.75854
id2702402,563.34845
id3517812,862.216
id1365845,1782.1095
id2481091,720.9335
id1738608,1167.9664
id0770538,534.3912
id0748486,896.57263
id1581665,569.0984
id2664452,320.5478
id2293829,1399.7277
id2467421,1196.2013
id2978998,434.0454
id2200938,256.22668
id1967881,365.30933
id3373822,227.20828
id3279086,2475.1455
id3356150,281.2064
id1986380,850.9132
id0964937,289.43423
id2334090,1381.671
id3655352,2282.094
id3355961,643.52924
id1917243,378.2567
id3580989,923.0621
id2724276,4152.652
id2045886,592.91254
id1024975,157.032
id2475116,2353.0908
id3455964,858.3973
id1301251,1095.4088
id3286859,350.44708
id3410311,312.1498
id3029923,1529.8466
id3408524,632.38525
id1123105,775.1979
id2616707,367.6588
id2994055,858.592
id2994055,858.592
id2994055,858.592
id0226509,286.78668
id2456970,443.40335
id2397331,722.2269
id0912662,537.7853
id0534573,443.41013
id1468174,242.11755
id1743575,264.6876
id0076088,463.0639
id2100595,435.8802
id3141130,541.9186
id3268805,1279.7894
id1974611,889.61487
id1338248,19.021517
id0257014,575.16376
id1202718,516.0021
id2522360,1515.5662
id0458894,1677.2295
id3558419,304.8146
id2346197,543.0778
id0565154,1081.1157
id2450772,1182.4464
id3828327,516.9375
id2493291,1481.8484
id2912865,1013.46704
id2483837,189.08961
id1249926,783.52515
id2865681,547.85834
id1421119,1107.4014
id3236379,223.16248
id3220167,741.8762
id2888445,1438.1578
id2802085,570.14294
id0984271,497.18945
id3071143,3290.5237
id3978773,785.2381
id2776017,1794.343
id2850106,766.0024
id1266798,886.70844
id2324330,243.68178
id0789671,1381.2274
id0757233,445.1863
id0757233,445.1863
id3997471,244.30878
id3428399,276.49768
id2285561,360.99976
id2091576,2806.283
id3662426,261.07126
id1315843,1809.4684
id0413922,956.9368
id2913980,247.94333
id0546542,832.63745
id3488938,687.14655
id3314490,552.3754
id0618690,756.57904
id1822868,1931.9332
id1271776,831.628
id3119483,376.81363
id3848329,801.16016
id3108230,628.50024
id0640741,776.72314
id2600888,718.3552
id0671413,1008.8795
id1254901,560.74097
id3968052,744.0359
id2841035,1252.1913
id3619254,871.3495
id2552962,291.52405
id0294737,371.835
id3634256,1394.8011
id1658122,657.3628
id0100338,533.88513
id1100661,1155.7151
id0046381,428.80212
id1704514,1503.1335
id3940283,1273.1741
id3452199,348.44397
id2329266,425.64185
id2584957,479.72888
id0471577,419.63568
id0984666,603.01544
id1971617,1100.6342
id2990457,560.2633
id1758687,653.9604
id1642137,939.6359
id1732704,759.8398
id1732704,759.8398
id1529937,309.94586
id0428520,525.76404
id2981107,333.44275
id1491293,997.6168
id1182776,1660.7064
id3144808,218.4824
id2805417,557.23206
id2472555,1737.1532
id0406769,553.8178
id2340200,782.36035
id0689471,295.90842
id2735304,596.8849
id2863775,732.0555
id2322823,780.24005
id0885951,376.05612
id0885951,376.05612
id2656162,430.74405
id0075900,1382.6636
id3954209,964.4809
id2202677,826.4605
id0295118,3057.9045
id3759267,2637.4902
id3381974,844.70044
id2945297,1211.9226
id1893055,457.09546
id0298131,880.2632
id0895021,1130.8417
id2997011,1394.4404
id0418167,1211.4178
id1755527,977.03015
id2165136,530.27155
id2785663,552.00775
id1912948,968.2116
id0890761,360.14993
id0646385,849.09326
id0079665,651.0667
id3731669,141.20872
id0979853,219.85918
id0729865,229.7569
id0729865,229.7569
id0660598,987.059
id0176275,421.0312
id2431157,349.17407
id0612174,561.95996
id2070382,739.3771
id1854597,204.98122
id2166923,337.8507
id3681429,440.83505
id1321399,712.6207
id1202358,1539.7896
id3572051,1037.0793
id1977747,1106.3987
id3896145,624.43475
id2408672,639.2433
id3255868,758.44824
id3272440,650.3184
id1336041,689.5234
id2470954,1551.4069
id2394189,589.9605
id3059731,627.5347
id1831504,1046.8851
id0421889,361.16275
id2595147,298.16678
id2595147,298.16678
id2901917,671.3438
id1338685,543.6598
id1091385,1539.885
id0355527,1007.5311
id2689611,1443.0171
id3922084,493.4292
id3800171,1282.4312
id2589886,755.9331
id0297153,284.89233
id2613045,297.1417
id0297357,152.42564
id1930495,186.93907
id0444982,3020.7683
id0444982,3020.7683
id1001928,546.84357
id1931303,759.4905
id2027651,1103.1333
id1832219,2133.8447
id0855958,830.6396
id2303741,466.26047
id3164286,1803.9723
id3433850,1024.978
id1844133,932.412
id2348283,326.62344
id0104579,1019.44617
id2055518,424.07013
id1521695,263.2988
id0713973,1549.3356
id0298169,1082.314
id1938390,700.90643
id1103990,437.8223
id2780658,397.7325
id0189546,517.89343
id2169476,231.62297
id1981757,638.98627
id1035207,477.06235
id2142906,535.58954
id3179712,1500.876
id3283191,635.86896
id0834023,767.4048
id0995903,558.7781
id3069693,1279.1106
id2147296,338.27075
id3944485,643.12274
id3496959,1098.6514
id0433519,573.4435
id3924018,234.46004
id3023740,199.30676
id2792637,239.72127
id0469814,546.76886
id3535717,227.50882
id2706397,483.5217
id2132163,1094.5435
id0033132,265.41263
id3505398,682.11536
id3739293,412.2531
id1881295,786.8267
id1519639,273.48242
id1519639,273.48242
id3253469,5102.294
id1879093,688.3696
id2849182,1749.498
id2849182,1749.498
id2243313,681.98444
id3315962,252.89857
id2697205,1079.0557
id0325813,1921.8807
id2762082,922.04297
id3170616,1929.5088
id3752044,1166.7463
id2264645,1097.7808
id1504396,221.00331
id1552763,951.7496
id2045411,1539.4237
id2045411,1539.4237
id0291492,672.09125
id0621602,869.7092
id2370384,739.33014
id2730562,1679.7994
id2780910,264.45258
id2057754,409.73672
id1163405,422.23532
id1507558,1660.7991
id1507558,1660.7991
id1372561,217.92738
id3740276,361.2655
id1021000,344.00726
id2449178,763.3922
id2333541,460.90744
id3014163,1348.8296
id0710045,169.42668
id0252325,398.81964
id2580939,528.3848
id3430833,363.53568
id0077422,816.20514
id0148560,612.19415
id1596665,1473.2977
id2989862,667.9324
id0599239,1097.356
id1235499,554.4335
id1501209,218.32547
id2217430,553.0823
id0342890,683.7826
id0342890,706.47833
id1976945,395.59018
id0151379,333.07886
id0062192,459.21
id3906715,756.59607
id2910787,409.23566
id3554768,1771.0752
id2951925,651.05927
id3137413,276.4658
id1364615,647.90015
id0012598,1050.9976
id3514150,93.75918
id3003152,323.3056
id2027510,1232.1283
id2863910,1901.1421
id3462017,4068.671
id2084801,4166.3486
id2064670,349.71918
id2615311,460.18558
id1311570,494.4681
id3915309,1132.4792
id2417200,1060.9784
id0837997,250.46545
id0837997,250.46545
id1797571,461.56558
id0035573,775.4
id0950516,429.86176
id3785849,1835.2251
id0993214,287.26587
id0539332,633.73584
id3931857,238.28412
id0131374,1050.319
id0529926,1440.5665
id2799261,2041.3721
id1948852,265.52582
id1423519,503.0146
id0763105,508.42764
id1297293,756.63184
id3649477,837.2206
id1705710,1484.3593
id0357717,464.9922
id0357717,466.3518
id2855978,1163.1825
id2165694,748.5167
id1798497,1190.8579
id1798497,1190.8579
id1798497,1190.8579
id3433045,1591.9083
id0595825,1101.3368
id3003383,576.9531
id0498822,712.12067
id2892657,304.59317
id2541756,227.243
id0781917,900.19696
id1099599,305.1648
id3755887,1601.3127
id2440298,752.40204
id2440298,752.40204
id0424336,823.0011
id2074643,656.35455
id0618374,243.19446
id2486098,2305.0906
id1685207,610.6677
id3387937,178.75247
id3387937,178.75247
id2519093,1874.831
id1103011,219.55956
id0867358,536.1013
id0750516,360.842
id2171432,631.4729
id0788403,609.4774
id0779398,221.3734
id1794812,2027.0664
id3844689,1256.2902
id1301047,646.7359
id2080576,1507.1461
id2622590,1151.898
id0859609,672.43536
id1271262,331.40118
id1271262,331.40118
id0554914,526.7106
id1245533,779.3324
id2386391,754.8687
id3475857,1523.6406
id2112390,764.52625
id0726941,181.83295
id2274450,812.2692
id2717407,796.85144
id0475502,944.45874
id2161170,299.38022
id2161170,299.38022
id2816568,238.07243
id0778527,616.2257
id3664889,788.9939
id0474451,1113.7379
id0043979,751.20056
id1435530,639.37274
id3186334,743.9716
id1116696,5442.864
id1097221,286.9124
id0077701,391.35312
id1341799,335.5936
id2780316,388.50702
id1478484,505.78818
id2595188,1126.0571
id1099770,279.3691
id2417217,631.66565
id3618291,2912.921
id3366263,911.0913
id2185531,698.21765
id2594895,794.25726
id3686654,922.297
id1435943,892.1155
id0768656,1174.1907
id3317204,947.95325
id0518394,1951.9642
id3768209,233.00462
id0298761,1211.2363
id0361952,25.671524
id1615177,1469.4988
id1428599,540.5593
id3981342,2427.9578
id3229614,1915.2976
id2719164,1705.8914
id0285373,538.39886
id1413460,895.40796
id3212077,516.16034
id1658223,833.96063
id2193868,582.29266
id0714481,1056.7236
id2897213,885.04645
id1672203,491.287
id1672203,491.287
id2304905,845.4884
id2161601,424.13867
id0002947,1897.159
id0885941,543.05786
id0885941,546.461
id0833368,1574.7924
id1145722,1083.7924
id2891474,764.2328
id0120387,994.36646
id0864918,849.2027
id3506712,268.33203
id0566257,1028.0132
id3731429,481.59085
id3731429,481.59085
id3090548,1529.2678
id1876691,1198.2216
id3749445,914.17487
id2765575,298.48206
id1269550,1224.993
id0713122,1396.0356
id2994055,858.592
id2994055,858.592
id2994055,858.592
id3940637,410.71716
id1248382,893.9418
id1376456,514.9773
id1955309,1794.314
id1762102,1072.7499
id2632217,896.67065
id2255589,1101.3036
id3480344,258.4227
id3733824,875.68427
id0241551,991.47546
id3544246,1024.4674
id3050923,1232.5082
id3383934,405.60864
id3352057,201.70154
id3634042,600.9751
id0760825,714.6837
id1283960,984.68024
id3479094,723.6001
id1928451,474.6784
id2501165,390.66672
id3839210,704.7684
id3839210,704.7684
id3920508,269.70053
id1374872,767.9337
id2691870,1840.329
id3875511,460.32986
id3571518,95.496994
id2023977,541.1808
id3078579,334.0041
id1061710,743.66797
id1061710,748.3259
id2315802,1449.7773
id1390535,127.42502
id1237918,575.0245
id1000737,453.84317
id0732621,567.1198
id3999376,687.60645
id1602812,436.2868
id2002008,1097.3246
id0342890,683.7826
id0342890,706.47833
id3788549,845.85944
id2350626,664.5287
id0324579,795.8622
id3626620,1061.7174
id0129134,318.3456
id0950870,182.83408
id3218831,508.55106
id2013451,2063.167
id2890026,884.9108
id2318894,735.3156
id1814704,444.7287
id3234980,450.91104
id0727079,512.4792
id0859637,1534.423
id3541473,711.59485
id0266195,378.3573
id3098747,362.62787
id2385138,327.1913
id2043751,747.7898
id0686894,274.67343
id0215069,929.56335
id0206185,622.0395
id2822531,492.84625
id1470893,397.3815
id2335433,1668.0742
id1334353,1488.7336
id1793004,298.6066
id0776655,1816.8646
id0257711,887.96564
id2534058,685.34973
id1034429,1099.8181
id2640747,281.3702
id1757576,785.0795
id0179293,343.55957
id0179293,343.55957
id3197401,914.17444
id3611475,762.43164
id0188992,785.1406
id1085969,752.05865
id2653693,383.2548
id1847535,306.5667
id0753077,373.9346
id0043353,682.8366
id2856584,463.7258
id0946573,1185.7075
id3679502,1356.2383
id0377450,1226.6632
id0980076,1238.0046
id0425750,2190.576
id2329539,80.01639
id1177745,1375.8064
id1248004,529.0446
id1479448,1786.019
id1369901,873.99243
id0304899,1280.4626
id0605785,1014.87616
id1826837,869.6387
id3889801,1279.1979
id0079693,472.88806
id2607654,191.6018
id0885472,601.15686
id0859214,194.18675
id3855191,1687.3317
id1538224,291.25607
id1166773,750.0057
id1246242,1958.037
id1777892,615.9447
id1141262,3327.253
id3898326,767.9502
id3297511,1214.855
id3927757,1340.9774
id0237955,245.31996
id2456521,218.91129
id3036925,1772.0776
id1745168,1621.4956
id2133354,645.2406
id0518688,656.2828
id0691843,2137.326
id1695982,1015.1286
id3507542,932.3283
id1606944,639.5911
id1242118,131.249
id3188388,575.9762
id3498171,313.88132
id1727662,892.60406
id0294845,378.43256
id2427883,1130.2816
id2745062,347.17377
id1797471,1105.695
id2812994,671.7203
id0207538,397.19424
id0297528,346.1557
id3715519,870.3252
id3138922,757.2654
id0611674,370.09485
id0562663,110.180595
id0541463,171.79951
id2154707,1006.50397
id0319605,960.1868
id0319605,960.1868
id3544428,1417.6271
id3206337,169.48512
id0854477,427.41013
id0402448,603.6575
id3996178,535.23224
id1542872,429.64917
id1747068,540.15204
id2503921,671.40283
id3528871,556.9005
id1527642,1190.1573
id0060513,2698.6335
id1347979,1179.9615
id3750616,2264.8325
id3010493,401.02002
id3160478,399.76712
id3260936,394.31122
id2098891,371.61227
id3687047,219.65791
id0854449,795.65436
id0854449,795.65436
id1752109,464.7074
id3206416,686.0105
id2750334,685.4368
id1333399,2519.943
id3453534,335.94174
id1161938,3223.783
id2348762,329.5098
id3129978,440.6737
id3026464,665.6076
id1235922,579.9217
id2717147,515.4011
id0304515,1342.7249
id0887595,1069.8829
id0775231,1045.2526
id0735535,620.7651
id1366837,593.191
id2604000,183.52077
id3884385,533.4716
id3500908,822.32556
id3500908,822.32556
id1381375,1011.25397
id3679485,1267.6167
id3773512,340.22528
id1547152,1788.299
id0123221,1025.1879
id3292589,163.98451
id3899938,238.02011
id0924651,403.96143
id2683783,1118.4515
id3943394,376.03958
id2690256,1990.615
id2141111,242.65186
id1324235,484.57755
id3370792,1142.7772
id1681191,238.74174
id2766975,360.71228
id3038725,864.4655
id1857125,1825.4622
id1203410,613.8229
id3297004,425.9958
id1353509,1542.1659
id1568473,458.02124
id0448819,621.31915
id3112588,591.50586
id0515411,626.59467
id1713602,1061.94
id3940375,894.4527
id1317596,805.1396
id1792047,932.70667
id1036460,1226.6942
id0995175,950.5487
id0779990,294.8437
id1212358,156.43759
id3307269,548.52954
id2024860,824.1807
id1846434,486.49918
id3065637,1610.9318
id2096350,770.3799
id1381940,683.7329
id3304373,531.7279
id3188934,2030.7902
id0138254,1017.8227
id1866502,1156.2966
id0914232,648.7002
id0733309,814.69464
id2784742,384.17313
id3218546,525.45215
id0017746,601.2002
id1727575,137.6936
id2198914,758.0848
id2285577,582.38916
id3698309,979.5681
id0886599,316.91122
id1619758,620.0436
id0034219,565.8645
id2461854,339.61533
id1996365,226.37529
id3516468,421.76193
id3135577,250.28433
id3178558,775.2741
id2770214,733.74084
id2533556,717.27075
id0611312,1561.4421
id1345336,1283.3428
id2620336,437.44644
id2189156,447.1572
id3568640,657.46796
id0042612,247.78027
id3497649,273.16144
id1881889,772.3827
id3791388,1175.7749
id2760383,1927.8793
id3642184,2044.5289
id1937445,1457.8765
id0802596,392.9763
id2221142,786.8365
id0956915,1065.3138
id2001947,489.12112
id2541665,1142.9249
id3661405,603.5266
id0371680,516.09406
id1681962,935.6324
id1412710,2088.7222
id3785912,400.97806
id2034282,703.26294
id2581684,831.6677
id3767088,317.72357
id0645516,204.66383
id3989411,534.1186
id2245241,152.33882
id1235950,428.69843
id1235950,431.38623
id3403730,1808.1212
id0730198,184.57228
id0582666,1189.8405
id2477970,277.96768
id0049962,857.7869
id0892940,680.7334
id0292671,841.003
id3617202,599.9223
id0585225,434.83774
id3257398,1095.2405
id3600146,296.76236
id1071877,432.53162
id3777323,568.5517
id3717353,422.24963
id2555271,571.10785
id3511616,122.11958
id0982536,669.93146
id3033645,325.90576
id1169557,293.59647
id1181947,754.23175
id2155920,327.79907
id3777252,346.75217
id0540350,1098.4427
id2344579,1213.6357
id3058854,628.42554
id3058854,628.42554
id0602953,2199.1514
id1898977,2824.5068
id1482386,693.9331
id2150283,669.76416
id1534785,893.6683
id2921211,1338.4567
id0110572,548.9369
id1438662,1979.6981
id1087449,181.8115
id1178267,438.09167
id2459668,750.16223
id3423666,1117.3477
id1971082,959.2372
id1283704,944.34424
id1283704,944.34424
id3590110,1315.1405
id0845935,653.4038
id1301848,745.0605
id0812157,1595.1488
id1482401,936.6647
id0494919,890.53986
id2920546,387.5856
id3318479,34.31973
id3132354,2587.5925
id2201788,399.09692
id3414900,1326.2072
id3414900,1326.2072
id3655146,195.56393
id3856489,542.1294
id3498948,603.7904
id3948852,264.19977
id0148796,1003.9212
id2619107,1282.4011
id2672839,710.9743
id0018817,268.62845
id1270274,814.14014
id2479343,1157.7826
id2294840,1429.4451
id0077602,457.14505
id2093212,760.0803
id1080040,456.27878
id1949897,647.2003
id2452393,190.36987
id0174127,624.69696
id3317054,497.50336
id2946268,383.32718
id2272186,655.8119
id2340604,860.6237
id1923421,357.72495
id1102201,297.52365
id0531820,1184.8127
id1098280,778.5573
id2222498,516.73627
id1759175,1091.1188
id3679641,489.75793
id0006499,1539.0593
id1264557,866.50867
id3779884,308.97043
id3870695,1175.7462
id3147383,1431.6512
id2356010,293.99948
id1201046,364.28372
id0775104,628.8846
id0917271,301.78348
id1227381,1190.7659
id3798158,437.52673
id2733920,229.75768
id1009943,765.21716
id0441283,1514.4479
id0698117,261.99976
id1486470,1277.7141
id1705627,565.494
id0717906,320.91367
id0848551,511.9851
id1018330,402.71494
id1018330,405.2402
id1869363,286.30365
id1869363,286.30365
id3748155,932.71423
id0521366,154.24557
id1583583,1789.9601
id3284216,832.10657
id0393402,314.25015
id1657736,965.6892
id0405467,864.4717
id1457051,659.44995
id1867334,348.76572
id0578350,342.77267
id0462193,1396.3062
id1298806,1050.4976
id2572670,538.7058
id0469983,737.1981
id2208962,438.20496
id3461288,563.1448
id1576325,394.95868
id3362392,763.4939
id0394742,780.55676
id0650094,210.20525
id3274612,722.8707
id3402529,245.10114
id2934737,512.18005
id2051586,336.8986
id3945829,955.02625
id1420006,2101.9458
id0382405,357.3133
id1473294,641.9668
id0604389,1634.3364
id0327883,345.52972
id3260202,447.21252
id2727893,835.04425
id0488354,1761.7407
id1466516,457.55243
id2651318,231.2272
id0119495,269.6218
id0109825,390.07495
id0442397,346.24445
id3001931,524.4297
id2048709,424.0503
id2640121,534.58264
id3675486,647.36847
id0557442,525.746
id2591386,777.1464
id0330362,573.65
id3035023,389.02222
id1665052,594.9423
id0410009,811.4355
id3856031,754.7692
id2136708,1587.8295
id3826791,485.69647
id1721211,843.1131
id2109752,802.70465
id1488048,821.4537
id1113964,1096.8162
id1420749,1307.5361
id0232906,892.09845
id0232906,892.09845
id1201201,1328.5768
id0183349,379.8128
id1672124,3134.8135
id0467521,949.5166
id0467521,949.5166
id2778617,315.98483
id1334323,1130.0557
id2324153,271.93088
id3299700,1117.089
id2385040,471.46347
id2004073,704.80774
id3898050,594.1341
id2822824,1111.4307
id3272119,1326.4983
id3029326,585.16284
id0275444,801.3281
id3631642,1491.5201
id3631642,1491.5201
id0907723,2507.9116
id2227620,1020.8066
id0539200,930.15015
id2756524,938.4266
id3172150,252.90947
id0420049,851.19116
id3026775,1454.3843
id3862173,625.46356
id2344374,1308.5704
id1124752,254.92543
id3526157,1959.5359
id2227095,104.96455
id1934767,912.4462
id0597178,791.8945
id2222996,924.1431
id2281167,442.81104
id0141411,2674.7358
id3059892,446.979
id2019238,687.9621
id2326314,1957.7894
id0396367,950.737
id1124999,382.3661
id2229905,1156.4192
id3434236,501.1126
id3468917,120.22542
id1944297,268.65033
id1626930,867.12396
id1134154,1133.9109
id1196441,577.5741
id2074767,345.05945
id1611660,253.12143
id1784091,673.71625
id0923992,163.38551
id3563895,275.43597
id2365860,283.1725
id3302312,1106.7762
id1910339,786.48566
id0302319,1534.65
id3709424,1517.9733
id1546532,427.91766
id1332115,2899.2363
id1389288,1692.8335
id3563440,1123.4359
id2341808,1559.8746
id1493051,196.72302
id3665263,2538.6482
id0767370,829.69354
id3301588,324.41333
id3764673,309.92584
id3587780,833.9638
id2778966,122.7748
id0458020,351.98398
id1974529,182.8488
id0531172,1752.458
id2548732,686.7729
id3483093,928.98315
id1293001,340.16687
id0409196,802.42914
id1827709,4159.8994
id2460492,268.13727
id2739685,428.9653
id2773037,667.44006
id0031592,1481.6151
id3547219,1376.6588
id3547219,1376.6588
id0289567,162.12523
id2059163,409.83035
id2059163,409.83035
id3447947,279.82187
id2743068,819.744
id2013504,602.091
id1450166,1319.8652
id2357892,646.1413
id2568365,520.2861
id1544169,512.9939
id2808519,701.3025
id3371413,222.62494
id0833659,830.0897
id0374942,1825.3088
id3624091,713.6566
id3961008,212.5433
id2721712,82.06254
id2790551,505.03577
id3975947,279.7374
id0523632,761.4905
id1032831,393.40332
id0854859,3326.8848
id1109982,352.7041
id0631219,303.09088
id1506736,662.3132
id0918511,1145.9803
id0799861,736.01886
id1054984,278.95056
id1054984,278.95056
id1265537,698.9345
id3205928,230.35097
id2367334,459.9244
id0306703,1054.7942
id3342473,1216.3372
id1607954,658.67535
id3463455,402.87958
id0266186,1454.3767
id1698908,637.35693
id0968600,380.94797
id2994602,592.5889
id0869430,358.41925
id2230598,1308.0073
id0827639,830.4342
id1509009,2071.3428
id2585203,722.6637
id3691407,655.9751
id3691407,655.9751
id1082189,499.7435
id3059436,1007.8871
id1684197,1075.3971
id1624279,1035.5168
id2351847,254.55118
id2473811,405.81363
id0712905,935.3841
id0433900,349.0594
id1330535,534.5071
id0380853,1266.4395
id3118662,355.09665
id3118478,1804.0266
id2987224,3009.4556
id1400790,1166.4985
id2719628,636.1296
id3782093,222.74355
id0195727,288.2923
id1344516,953.4652
id3052845,1129.0276
id0160979,755.4005
id0297303,379.969
id1804701,869.1825
id0158999,987.4091
id3871095,1090.2015
id1204681,465.6179
id2895078,345.92834
id0644704,143.75406
id2727012,459.03732
id0031015,868.4683
id1683404,569.69543
id0172003,288.95477
id0464962,1138.2327
id1808230,1244.9779
id3579455,756.41473
id1615664,676.56537
id1112942,2112.1516
id0582160,3975.2085
id1901129,400.8504
id0738799,394.38116
id1366145,2557.2832
id1546592,849.9048
id3592047,1543.8003
id2880811,313.4816
id0253291,151.74538
id1845969,1762.4545
id0561198,1735.6528
id2455008,459.33026
id3068119,559.04346
id2688735,715.9961
id3464436,466.57315
id1439486,1131.0906
id2588484,1371.2839
id0300414,1163.4662
id3783365,430.83713
id1210433,678.33435
id1240759,639.09283
id3409422,342.83923
id1388649,229.07109
id3760614,940.7301
id3896605,992.87866
id2946342,343.90842
id2946342,343.90842
id3483880,882.6731
id0018089,736.51666
id2864076,485.638
id0583100,994.1719
id2516584,831.5855
id3694333,578.4963
id2626540,623.19653
id2615268,1179.142
id1515835,932.1129
id2785533,1495.3247
id1655838,471.32877
id2844589,422.36472
id1573392,304.9854
id1573392,304.9854
id0712794,297.78925
id1859928,1213.7684
id2825693,1102.8606
id1555182,761.1208
id2131784,363.16528
id0229819,1076.006
id0229819,1076.006
id1882977,325.677
id3291287,972.10846
id3291287,972.10846
id3096846,218.79042
id1533834,375.9371
id3442762,422.77228
id3296348,615.2573
id2185715,391.26764
id1711062,831.06085
id3987640,386.2532
